trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
26.2727,1.36775,1.31948,9.33333,0.80174,0.858909,18.7778,0.745796,0.782715,5.83232,0.311811,0.639339,81.6768,0.541062,0.57378,1.14949,0.608294,0.637664,85.9596,0.575291,0.57487,11.6364,0.034232,0.27873,19.7798,0.460333,0.368745,52.5354,0.336201,0.412333,6.30505,0.19145,0.295267,3.10606,0.686584,0.692759,2.14646,0.537002,0.559019,123.758,0.428124,0.669042,1.47071,0.824852,0.944536,131.697,0.59162,0.560696,41.4707,1.06594,0.105784,7.33232,0.604306,0.580413,44.0798,0.43524,0.44777,-1.00592,1.42267,1.68789,-1.37619,1.30671,1.63057,-0.936982,0.324242,0.340414,26.2727,4.33474,4.34618,9.33333,4.3025,4.30605,18.7778,4.2936,4.31928,5.83232,4.07119,4.27188,81.6768,4.27155,4.33746,1.14949,4.31911,4.29891,85.9596,4.23399,4.25221,11.6364,4.22967,4.22909,19.7798,4.06684,4.13144,52.5354,4.16977,4.26742,6.30505,4.1636,4.12574,3.10606,4.26764,4.26677,2.14646,4.2937,4.29273,123.758,4.06829,4.29055,1.47071,4.3407,4.34818,131.697,4.32347,4.29184,41.4707,4.20713,4.11639,7.33232,4.30859,4.28807,44.0798,3.90439,3.99754,-1.00592,4.24551,4.35268,-1.37619,4.26448,4.31404,-0.936982,3.69585,3.65688,All
27,1.37799,1.30428,9.66667,0.79707,0.84113,20.5556,0.696193,0.749376,5.95556,0.382153,0.633689,82.4444,0.520011,0.572674,1.24444,0.55554,0.591834,91.5556,0.649508,0.571763,12,0.0747442,0.288277,20.1778,0.493442,0.374526,53.8889,0.291566,0.416448,6.45556,0.177383,0.304663,3.16667,0.651797,0.683986,2.31111,0.694887,0.548685,124.333,0.409196,0.664157,1.57778,0.837704,0.925682,143.667,0.56727,0.557586,42.1778,1.0571,0.111174,8.05556,0.622202,0.576716,45.9778,0.396333,0.452275,-0.990097,1.41458,1.66995,-1.33709,1.32036,1.59905,-0.915382,0.290588,0.345026,27,4.3424,4.34514,9.66667,4.28436,4.30532,20.5556,4.31829,4.31565,5.95556,4.15563,4.27308,82.4444,4.2603,4.336,1.24444,4.31372,4.29607,91.5556,4.30415,4.25584,12,4.26841,4.23142,20.1778,4.07724,4.13689,53.8889,4.18334,4.26824,6.45556,4.17206,4.13216,3.16667,4.31741,4.26827,2.31111,4.35008,4.2928,124.333,4.06811,4.29064,1.57778,4.38146,4.3456,143.667,4.26723,4.29199,42.1778,4.21412,4.11858,8.05556,4.34231,4.28851,45.9778,3.93071,4.01196,-0.990097,4.25498,4.35174,-1.33709,4.27367,4.31342,-0.915382,3.69766,3.67157,All
27.7273,1.36124,1.28908,10,0.7924,0.823351,22.3333,0.812041,0.716038,6.07879,0.466461,0.628039,83.2121,0.49896,0.571568,1.33939,0.475786,0.546005,97.1515,0.439892,0.568656,12.3636,0.133115,0.297824,20.5758,0.517315,0.380308,55.2424,0.288777,0.420564,6.60606,0.214951,0.314059,3.22727,0.627287,0.675213,2.47576,0.559785,0.538351,124.909,0.403108,0.659272,1.68485,0.835621,0.906828,155.636,0.30588,0.554476,42.8848,1.04825,0.116565,8.77879,0.580466,0.57302,47.8758,0.36682,0.456781,-0.974275,1.4065,1.65201,-1.29798,1.32132,1.56753,-0.893782,0.256935,0.349637,27.7273,4.34091,4.3441,10,4.26621,4.30458,22.3333,4.35896,4.31202,6.07879,4.23264,4.27427,83.2121,4.24906,4.33453,1.33939,4.32279,4.29323,97.1515,4.15189,4.25946,12.3636,4.2384,4.23375,20.5758,4.08562,4.14234,55.2424,4.21691,4.26906,6.60606,4.16797,4.13857,3.22727,4.34324,4.26977,2.47576,4.32438,4.29287,124.909,4.08454,4.29072,1.68485,4.41038,4.34302,155.636,4.23574,4.29215,42.8848,4.22112,4.12077,8.77879,4.26539,4.28895,47.8758,3.97673,4.02639,-0.974275,4.26446,4.35081,-1.29798,4.26944,4.31281,-0.893782,3.69947,3.68626,All
28.4545,1.32266,1.27388,10.3333,0.786557,0.805572,24.1111,0.822208,0.682699,6.20202,0.564378,0.622389,83.9798,0.477909,0.570462,1.43434,0.405068,0.500175,102.747,0.746246,0.56555,12.7273,0.191485,0.307371,20.9737,0.529173,0.386089,56.596,0.334201,0.42468,6.75657,0.326582,0.323454,3.28788,0.615337,0.66644,2.6404,0.573985,0.528018,125.485,0.410393,0.654386,1.79192,0.851975,0.887974,167.606,0.440454,0.551366,43.5919,1.03941,0.121956,9.50202,0.655316,0.569324,49.7737,0.431432,0.461287,-0.958452,1.41034,1.63407,-1.25888,1.32228,1.53601,-0.872182,0.245389,0.354249,28.4545,4.33283,4.34306,10.3333,4.28167,4.30384,24.1111,4.25906,4.30839,6.20202,4.2958,4.27546,83.9798,4.23781,4.33307,1.43434,4.33647,4.29039,102.747,4.21156,4.26309,12.7273,4.20838,4.23608,20.9737,4.09248,4.14778,56.596,4.2716,4.26988,6.75657,4.14645,4.14499,3.28788,4.33984,4.27127,2.6404,4.32319,4.29294,125.485,4.11826,4.29081,1.79192,4.41548,4.34044,167.606,4.27922,4.2923,43.5919,4.22811,4.12296,9.50202,4.32807,4.28938,49.7737,4.05861,4.04081,-0.958452,4.27459,4.34988,-1.25888,4.2652,4.3122,-0.872182,3.70407,3.70096,All
29.1818,1.26659,1.25867,10.6667,0.780714,0.787793,25.8889,0.455683,0.64936,6.32525,0.674629,0.616739,84.7475,0.45738,0.569356,1.52929,0.387559,0.454346,108.343,0.760761,0.562443,13.0909,0.247981,0.316918,21.3717,0.527094,0.39187,57.9495,0.405156,0.428796,6.90707,0.450977,0.33285,3.34848,0.624444,0.657666,2.80505,0.615572,0.517684,126.061,0.421897,0.649501,1.89899,0.895581,0.869121,179.576,0.436825,0.548256,44.299,1.03056,0.127347,10.2253,0.626611,0.565628,51.6717,0.400386,0.465793,-0.94263,1.41515,1.61614,-1.21978,1.32324,1.50448,-0.850581,0.241038,0.358861,29.1818,4.31916,4.34202,10.6667,4.29713,4.30311,25.8889,4.22496,4.30476,6.32525,4.3354,4.27666,84.7475,4.23839,4.33161,1.52929,4.33972,4.28755,108.343,4.24567,4.26671,13.0909,4.19173,4.23841,21.3717,4.10968,4.15323,57.9495,4.33231,4.2707,6.90707,4.12609,4.1514,3.34848,4.29953,4.27277,2.80505,4.30337,4.29301,126.061,4.15743,4.2909,1.89899,4.39054,4.33786,179.576,4.31793,4.29245,44.299,4.23511,4.12515,10.2253,4.28033,4.28982,51.6717,3.99372,4.05523,-0.94263,4.28477,4.34894,-1.21978,4.26097,4.31159,-0.850581,3.70957,3.71565,All
29.9091,1.19736,1.24347,11,0.77487,0.770014,27.6667,0.615521,0.616022,6.44848,0.761096,0.611089,85.5152,0.440505,0.56825,1.62424,0.268208,0.408516,113.939,0.705756,0.559336,13.4545,0.29885,0.326465,21.7697,0.517108,0.397652,59.303,0.437543,0.432912,7.05758,0.522087,0.342246,3.40909,0.631086,0.648893,2.9697,0.469715,0.50735,126.636,0.447949,0.644616,2.00606,0.852003,0.850267,191.545,0.518847,0.545146,45.0061,1.02172,0.132738,10.9485,0.674279,0.561931,53.5697,0.370726,0.470299,-0.926807,1.42098,1.5982,-1.18067,1.3242,1.47296,-0.828981,0.236687,0.363472,29.9091,4.30059,4.34098,11,4.31258,4.30237,27.6667,4.39869,4.30113,6.44848,4.34766,4.27785,85.5152,4.24101,4.33015,1.62424,4.3149,4.28471,113.939,4.2922,4.27034,13.4545,4.21515,4.24074,21.7697,4.13831,4.15868,59.303,4.35759,4.27152,7.05758,4.12403,4.15782,3.40909,4.25994,4.27426,2.9697,4.25421,4.29308,126.636,4.21541,4.29099,2.00606,4.35798,4.33528,191.545,4.25177,4.29261,45.0061,4.2421,4.12734,10.9485,4.3499,4.29026,53.5697,3.96766,4.06965,-0.926807,4.29473,4.34801,-1.18067,4.25674,4.31098,-0.828981,3.71507,3.73034,All
30.6364,1.13355,1.22827,11.3333,0.778968,0.752235,29.4444,0.472023,0.582683,6.57172,0.738074,0.605439,86.2828,0.428372,0.567144,1.71919,0.237111,0.362686,119.535,0.649088,0.556229,13.8182,0.34972,0.336012,22.1677,0.493473,0.403433,60.6566,0.381849,0.437027,7.20808,0.433486,0.351641,3.4697,0.593921,0.64012,3.13434,0.343794,0.497016,127.212,0.477928,0.639731,2.11313,0.790922,0.831413,203.515,0.799973,0.542036,45.7131,1.01287,0.138129,11.6717,0.598194,0.558235,55.4677,0.456013,0.474805,-0.910985,1.43009,1.58026,-1.14157,1.32516,1.44144,-0.807381,0.243781,0.368084,30.6364,4.28101,4.33994,11.3333,4.32062,4.30164,29.4444,4.33344,4.2975,6.57172,4.32688,4.27904,86.2828,4.24497,4.32869,1.71919,4.21489,4.28186,119.535,4.3436,4.27397,13.8182,4.23857,4.24307,22.1677,4.19951,4.16413,60.6566,4.31846,4.27234,7.20808,4.16542,4.16423,3.4697,4.27668,4.27576,3.13434,4.28439,4.29315,127.212,4.27588,4.29107,2.11313,4.3413,4.33271,203.515,4.40999,4.29276,45.7131,4.2491,4.12953,11.6717,4.24537,4.2907,55.4677,4.10963,4.08407,-0.910985,4.30391,4.34707,-1.14157,4.2525,4.31036,-0.807381,3.72264,3.74503,All
31.3636,1.08546,1.21307,11.6667,0.783065,0.734456,31.2222,0.395235,0.549344,6.69495,0.568551,0.599789,87.0505,0.422009,0.566039,1.81414,0.205177,0.316857,125.131,0.674412,0.553122,14.1818,0.380715,0.345559,22.5657,0.460887,0.409214,62.0101,0.276447,0.441143,7.35859,0.358074,0.361037,3.5303,0.613375,0.631346,3.29899,0.458843,0.486682,127.788,0.514637,0.634845,2.2202,0.919561,0.812559,215.485,0.422464,0.538926,46.4202,1.00403,0.143519,12.3949,0.622786,0.554539,57.3657,0.381277,0.479311,-0.895162,1.4392,1.56233,-1.10247,1.32612,1.40992,-0.785781,0.258266,0.372696,31.3636,4.26339,4.3389,11.6667,4.32866,4.3009,31.2222,4.34152,4.29387,6.69495,4.27376,4.28024,87.0505,4.24983,4.32722,1.81414,4.28856,4.27902,125.131,4.30078,4.27759,14.1818,4.25251,4.2454,22.5657,4.28451,4.16958,62.0101,4.23973,4.27316,7.35859,4.14155,4.17065,3.5303,4.27778,4.27726,3.29899,4.2985,4.29322,127.788,4.34063,4.29116,2.2202,4.33175,4.33013,215.485,4.34124,4.29291,46.4202,4.25609,4.13172,12.3949,4.13215,4.29114,57.3657,4.03151,4.09849,-0.895162,4.31309,4.34614,-1.10247,4.24827,4.30975,-0.785781,3.73154,3.75972,All
32.0909,1.05789,1.19787,12,0.787162,0.716677,33,0.376436,0.516005,6.81818,0.579905,0.594139,87.8182,0.42558,0.564933,1.90909,0.168667,0.271027,130.727,0.573592,0.550015,14.5455,0.391836,0.355106,22.9636,0.43362,0.414996,63.3636,0.273666,0.445259,7.50909,0.389073,0.370433,3.59091,0.689448,0.622573,3.46364,0.186687,0.476348,128.364,0.539421,0.62996,2.32727,0.807224,0.793706,227.455,0.605293,0.535816,47.1273,0.995184,0.14891,13.1182,0.552677,0.550843,59.2636,0.470365,0.483817,-0.87934,1.44615,1.54439,-1.06336,1.3263,1.3784,-0.76418,0.272984,0.377307,32.0909,4.24906,4.33786,12,4.33671,4.30017,33,4.26483,4.29024,6.81818,4.23289,4.28143,87.8182,4.25491,4.32576,1.90909,4.30928,4.27618,130.727,4.24715,4.28122,14.5455,4.25697,4.24773,22.9636,4.30906,4.17502,63.3636,4.21556,4.27398,7.50909,4.09181,4.17706,3.59091,4.26324,4.27876,3.46364,4.28025,4.29329,128.364,4.36345,4.29125,2.32727,4.31598,4.32755,227.455,4.24927,4.29306,47.1273,4.26309,4.13391,13.1182,4.19515,4.29158,59.2636,4.08816,4.11291,-0.87934,4.32062,4.3452,-1.06336,4.24662,4.30914,-0.76418,3.74052,3.77442,All
32.8182,1.06916,1.18267,12.3333,0.740676,0.698898,34.7778,0.353676,0.482667,6.94141,0.616865,0.588489,88.5859,0.439253,0.563827,2.00404,0.164461,0.225198,136.323,0.565976,0.546908,14.9091,0.402957,0.364654,23.3616,0.424046,0.420777,64.7172,0.400123,0.449375,7.6596,0.365853,0.379828,3.65152,0.67256,0.6138,3.62828,0.234426,0.466014,128.939,0.557247,0.625075,2.43434,0.696123,0.774852,239.424,0.516005,0.532706,47.8343,0.98634,0.154301,13.8414,0.399549,0.547146,61.1616,0.307844,0.488322,-0.863518,1.45197,1.52645,-1.02426,1.32444,1.34687,-0.74258,0.294113,0.381919,32.8182,4.2429,4.33682,12.3333,4.32564,4.29943,34.7778,4.32385,4.28661,6.94141,4.24961,4.28262,88.5859,4.25929,4.3243,2.00404,4.34697,4.27334,136.323,4.30382,4.28484,14.9091,4.26143,4.25006,23.3616,4.21197,4.18047,64.7172,4.25942,4.2748,7.6596,4.2703,4.18348,3.65152,4.27224,4.28026,3.62828,4.23703,4.29336,128.939,4.36181,4.29134,2.43434,4.31004,4.32497,239.424,4.21323,4.29322,47.8343,4.27008,4.1361,13.8414,4.33768,4.29201,61.1616,4.11575,4.12733,-0.863518,4.32729,4.34427,-1.02426,4.25184,4.30853,-0.74258,3.75173,3.78911,All
33.5455,1.0968,1.16747,12.6667,0.694189,0.681119,36.5556,0.432336,0.449328,7.06465,0.578469,0.582839,89.3535,0.463358,0.562721,2.09899,0.0713231,0.179368,141.919,0.527378,0.543801,15.2727,0.398845,0.374201,23.7596,0.41652,0.426558,66.0707,0.535318,0.45349,7.8101,0.362773,0.389224,3.71212,0.642892,0.605027,3.79293,0.416719,0.45568,129.515,0.549722,0.62019,2.54141,0.742408,0.755998,251.394,0.704618,0.529596,48.5414,0.977495,0.159692,14.5646,0.462957,0.54345,63.0596,0.448351,0.492828,-0.847695,1.45603,1.50852,-0.985158,1.32257,1.31535,-0.72098,0.315509,0.386531,33.5455,4.24691,4.33578,12.6667,4.31457,4.29869,36.5556,4.3423,4.28298,7.06465,4.2881,4.28382,89.3535,4.26249,4.32284,2.09899,4.26354,4.2705,141.919,4.33735,4.28847,15.2727,4.26873,4.25239,23.7596,4.17193,4.18592,66.0707,4.28318,4.27562,7.8101,4.22944,4.18989,3.71212,4.28192,4.28176,3.79293,4.23252,4.29343,129.515,4.29332,4.29142,2.54141,4.31652,4.32239,251.394,4.38209,4.29337,48.5414,4.27708,4.1383,14.5646,4.21255,4.29245,63.0596,4.11533,4.14175,-0.847695,4.33327,4.34333,-0.985158,4.25706,4.30791,-0.72098,3.76337,3.8038,All
34.2727,1.12615,1.15227,13,0.647703,0.66334,38.3333,0.307944,0.415989,7.18788,0.54848,0.577189,90.1212,0.498384,0.561615,2.19394,-0.0297308,0.133539,147.515,0.340061,0.540695,15.6364,0.389655,0.383748,24.1576,0.406693,0.43234,67.4242,0.578464,0.457606,7.96061,0.254215,0.39862,3.77273,0.627725,0.596253,3.95758,0.451837,0.445346,130.091,0.544076,0.615304,2.64848,0.911022,0.737144,263.364,0.481282,0.526487,49.2485,0.96865,0.165083,15.2879,0.539042,0.539754,64.9576,0.540765,0.497334,-0.831873,1.45183,1.49058,-0.946055,1.3207,1.28383,-0.69938,0.337124,0.391142,34.2727,4.26086,4.33474,13,4.30351,4.29796,38.3333,4.22805,4.27935,7.18788,4.22797,4.28501,90.1212,4.26421,4.32138,2.19394,4.23609,4.26766,147.515,4.30044,4.29209,15.6364,4.27697,4.25472,24.1576,4.24121,4.19137,67.4242,4.25216,4.27644,7.96061,4.10014,4.1963,3.77273,4.27769,4.28326,3.95758,4.27038,4.2935,130.091,4.23427,4.29151,2.64848,4.33396,4.31981,263.364,4.30415,4.29352,49.2485,4.28407,4.14049,15.2879,4.29281,4.29289,64.9576,4.24772,4.15617,-0.831873,4.33608,4.3424,-0.946055,4.26228,4.3073,-0.69938,3.77623,3.81849,All
35,1.14927,1.13706,13.3333,0.64972,0.645561,40.1111,0.317612,0.382651,7.31111,0.561918,0.571539,90.8889,0.546083,0.560509,2.28889,-0.09026,0.0877093,153.111,0.469799,0.537588,16,0.380465,0.393295,24.5556,0.394106,0.438121,68.7778,0.618843,0.461722,8.11111,0.293543,0.408016,3.83333,0.611818,0.58748,4.12222,0.397914,0.435012,130.667,0.564362,0.610419,2.75556,0.809483,0.71829,275.333,0.359596,0.523377,49.9556,0.959805,0.170474,16.0111,0.592419,0.536057,66.8556,0.553877,0.50184,-0.81605,1.44763,1.47264,-0.906952,1.31883,1.25231,-0.677779,0.357472,0.395754,35,4.28574,4.3337,13.3333,4.30225,4.29722,40.1111,4.28704,4.27572,7.31111,4.27695,4.2862,90.8889,4.26396,4.31991,2.28889,4.25308,4.26482,153.111,4.27703,4.29572,16,4.28521,4.25705,24.5556,4.17586,4.19682,68.7778,4.33009,4.27726,8.11111,4.21812,4.20272,3.83333,4.28387,4.28475,4.12222,4.31134,4.29357,130.667,4.26759,4.2916,2.75556,4.37013,4.31723,275.333,4.34299,4.29367,49.9556,4.29107,4.14268,16.0111,4.34538,4.29333,66.8556,4.05474,4.17059,-0.81605,4.33889,4.34146,-0.906952,4.2675,4.30669,-0.677779,3.78994,3.83318,All
35.7273,1.13975,1.12186,13.6667,0.651738,0.627782,41.8889,0.225575,0.349312,7.43434,0.544602,0.565889,91.6566,0.594339,0.559403,2.38384,-0.100158,0.0418797,158.707,0.51012,0.534481,16.3636,0.378288,0.402842,24.9535,0.311532,0.443902,70.1313,0.58933,0.465838,8.26162,0.383387,0.417411,3.89394,0.595306,0.578707,4.28687,0.379719,0.424678,131.242,0.57814,0.605534,2.86263,0.779605,0.699437,287.303,0.783943,0.520267,50.6626,0.950961,0.175864,16.7343,0.454707,0.532361,68.7535,0.64177,0.506346,-0.800228,1.43079,1.45471,-0.867849,1.31697,1.22079,-0.656179,0.374565,0.400366,35.7273,4.3278,4.33266,13.6667,4.30099,4.29649,41.8889,4.25786,4.27209,7.43434,4.29067,4.2874,91.6566,4.26463,4.31845,2.38384,4.25108,4.26198,158.707,4.28416,4.29935,16.3636,4.28538,4.25938,24.9535,4.1471,4.20226,70.1313,4.36565,4.27808,8.26162,4.20841,4.20913,3.89394,4.29854,4.28625,4.28687,4.31791,4.29364,131.242,4.2834,4.29169,2.86263,4.34858,4.31466,287.303,4.3983,4.29383,50.6626,4.29806,4.14487,16.7343,4.31634,4.29377,68.7535,4.24888,4.18501,-0.800228,4.33772,4.34053,-0.867849,4.27272,4.30608,-0.656179,3.80463,3.84788,All
36.4545,1.11865,1.10666,14,0.653755,0.610003,43.6667,0.116926,0.315973,7.55758,0.606976,0.560239,92.4242,0.633218,0.558297,2.47879,-0.0912176,-0.0039498,164.303,0.577051,0.531374,16.7273,0.376112,0.412389,25.3515,0.306535,0.449684,71.4848,0.476618,0.469953,8.41212,0.39082,0.426807,3.95455,0.560116,0.569933,4.45152,0.43386,0.414344,131.818,0.582972,0.600648,2.9697,0.782852,0.680583,299.273,0.546798,0.517157,51.3697,0.942116,0.181255,17.4576,0.389517,0.528665,70.6515,0.537475,0.510852,-0.784405,1.4106,1.43677,-0.828746,1.29146,1.18926,-0.634579,0.385917,0.404978,36.4545,4.36978,4.33162,14,4.29973,4.29575,43.6667,4.19948,4.26846,7.55758,4.29646,4.28859,92.4242,4.2684,4.31699,2.47879,4.2374,4.25914,164.303,4.36847,4.30297,16.7273,4.28556,4.26171,25.3515,4.14885,4.20771,71.4848,4.2232,4.2789,8.41212,4.27879,4.21555,3.95455,4.32203,4.28775,4.45152,4.28849,4.29371,131.818,4.27515,4.29177,2.9697,4.33244,4.31208,299.273,4.28825,4.29398,51.3697,4.30506,4.14706,17.4576,4.33047,4.2942,70.6515,4.16498,4.19944,-0.784405,4.33548,4.33959,-0.828746,4.27676,4.30547,-0.634579,3.82033,3.86257,All
37.1818,1.09178,1.09146,14.3333,0.600076,0.592224,45.4444,0.177589,0.282635,7.68081,0.636532,0.554589,93.1919,0.65526,0.557191,2.57374,-0.0997369,-0.0497793,169.899,0.501016,0.528267,17.0909,0.370801,0.421936,25.7495,0.487969,0.455465,72.8384,0.494957,0.474069,8.56263,0.426327,0.436203,4.01515,0.542647,0.56116,4.61616,0.491078,0.40401,132.394,0.574305,0.595763,3.07677,0.646517,0.661729,311.242,0.458321,0.514047,52.0768,0.933271,0.186646,18.1808,0.667785,0.524969,72.5495,0.689417,0.515358,-0.768583,1.38154,1.41883,-0.789643,1.24792,1.15774,-0.612979,0.394324,0.409589,37.1818,4.40628,4.33058,14.3333,4.28905,4.29502,45.4444,4.35446,4.26483,7.68081,4.34692,4.28978,93.1919,4.27607,4.31553,2.57374,4.23503,4.2563,169.899,4.30302,4.3066,17.0909,4.28133,4.26404,25.7495,4.25683,4.21316,72.8384,4.23161,4.27972,8.56263,4.21169,4.22196,4.01515,4.33488,4.28925,4.61616,4.26035,4.29378,132.394,4.26657,4.29186,3.07677,4.26291,4.3095,311.242,4.22873,4.29413,52.0768,4.31205,4.14925,18.1808,4.29942,4.29464,72.5495,4.28793,4.21386,-0.768583,4.33057,4.33866,-0.789643,4.27989,4.30485,-0.612979,3.83645,3.87726,All
37.9091,1.06846,1.07626,14.6667,0.546396,0.574445,47.2222,0.206679,0.249296,7.80404,0.519442,0.548939,93.9596,0.649797,0.556086,2.66869,-0.130959,-0.0956089,175.495,0.568739,0.52516,17.4545,0.356087,0.431483,26.1475,0.383406,0.461246,74.1919,0.501978,0.478185,8.71313,0.374791,0.445598,4.07576,0.584567,0.552387,4.78081,0.500984,0.393676,132.97,0.559408,0.590878,3.18384,0.586293,0.642875,323.212,0.699609,0.510937,52.7838,0.924426,0.192037,18.904,0.29374,0.521272,74.4475,0.494298,0.519863,-0.752761,1.34335,1.40089,-0.75054,1.20437,1.12622,-0.591378,0.393321,0.414201,37.9091,4.42649,4.32954,14.6667,4.27837,4.29428,47.2222,4.36036,4.2612,7.80404,4.29426,4.29098,93.9596,4.28828,4.31407,2.66869,4.2441,4.25346,175.495,4.35343,4.31022,17.4545,4.26387,4.26637,26.1475,4.24328,4.21861,74.1919,4.28511,4.28054,8.71313,4.25109,4.22838,4.07576,4.31292,4.29075,4.78081,4.25985,4.29385,132.97,4.25782,4.29195,3.18384,4.22312,4.30692,323.212,4.3471,4.29428,52.7838,4.31904,4.15144,18.904,4.31189,4.29508,74.4475,4.20568,4.22828,-0.752761,4.32289,4.33772,-0.75054,4.28302,4.30424,-0.591378,3.85355,3.89195,All
