trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_Cl_vs_logtAGE_abscissa,trans_Cl_vs_logtAGE_spline,trans_Cl_vs_logtAGE_regression,trans_Cl_vs_logtAnionGap_abscissa,trans_Cl_vs_logtAnionGap_spline,trans_Cl_vs_logtAnionGap_regression,trans_Cl_vs_logtBUN_abscissa,trans_Cl_vs_logtBUN_spline,trans_Cl_vs_logtBUN_regression,trans_Cl_vs_logtCreatinine_abscissa,trans_Cl_vs_logtCreatinine_spline,trans_Cl_vs_logtCreatinine_regression,trans_Cl_vs_logtGlucose_abscissa,trans_Cl_vs_logtGlucose_spline,trans_Cl_vs_logtGlucose_regression,trans_Cl_vs_logtHCO3_abscissa,trans_Cl_vs_logtHCO3_spline,trans_Cl_vs_logtHCO3_regression,trans_Cl_vs_logtHCT_abscissa,trans_Cl_vs_logtHCT_spline,trans_Cl_vs_logtHCT_regression,trans_Cl_vs_logtHb_abscissa,trans_Cl_vs_logtHb_spline,trans_Cl_vs_logtHb_regression,trans_Cl_vs_logtK_abscissa,trans_Cl_vs_logtK_spline,trans_Cl_vs_logtK_regression,trans_Cl_vs_logtLacticAcid_abscissa,trans_Cl_vs_logtLacticAcid_spline,trans_Cl_vs_logtLacticAcid_regression,trans_Cl_vs_logtP_abscissa,trans_Cl_vs_logtP_spline,trans_Cl_vs_logtP_regression,trans_Cl_vs_logtWT_abscissa,trans_Cl_vs_logtWT_spline,trans_Cl_vs_logtWT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,trans_V_vs_logtAGE_abscissa,trans_V_vs_logtAGE_spline,trans_V_vs_logtAGE_regression,trans_V_vs_logtAnionGap_abscissa,trans_V_vs_logtAnionGap_spline,trans_V_vs_logtAnionGap_regression,trans_V_vs_logtBUN_abscissa,trans_V_vs_logtBUN_spline,trans_V_vs_logtBUN_regression,trans_V_vs_logtCreatinine_abscissa,trans_V_vs_logtCreatinine_spline,trans_V_vs_logtCreatinine_regression,trans_V_vs_logtGlucose_abscissa,trans_V_vs_logtGlucose_spline,trans_V_vs_logtGlucose_regression,trans_V_vs_logtHCO3_abscissa,trans_V_vs_logtHCO3_spline,trans_V_vs_logtHCO3_regression,trans_V_vs_logtHCT_abscissa,trans_V_vs_logtHCT_spline,trans_V_vs_logtHCT_regression,trans_V_vs_logtHb_abscissa,trans_V_vs_logtHb_spline,trans_V_vs_logtHb_regression,trans_V_vs_logtK_abscissa,trans_V_vs_logtK_spline,trans_V_vs_logtK_regression,trans_V_vs_logtLacticAcid_abscissa,trans_V_vs_logtLacticAcid_spline,trans_V_vs_logtLacticAcid_regression,trans_V_vs_logtP_abscissa,trans_V_vs_logtP_spline,trans_V_vs_logtP_regression,trans_V_vs_logtWT_abscissa,trans_V_vs_logtWT_spline,trans_V_vs_logtWT_regression,split
26.2727,1.40746,1.31802,9.33333,0.831343,0.892823,18.7778,0.78607,0.817528,5.83232,0.306631,0.659511,81.6768,0.553594,0.636121,1.14949,0.624905,0.647898,85.9596,0.571166,0.586865,11.6364,-0.0376611,0.236313,19.7798,0.32021,0.274513,52.5354,0.343712,0.419875,6.30505,0.0417458,0.187283,3.10606,0.651514,0.666817,2.14646,0.551048,0.569397,123.758,0.473917,0.717275,1.47071,0.884259,1.00724,131.697,0.589844,0.560916,41.4707,0.957123,-0.0177402,7.33232,0.609637,0.592931,44.0798,0.395242,0.421142,-1.00592,1.4297,1.68364,-0.713621,1.15477,1.18064,-2.74699,2.01685,2.51403,-1.37619,1.28882,1.66007,-1.22585,0.708039,0.639122,-0.790686,-0.241874,-0.0420243,-0.554254,0.241808,0.141366,-0.600342,0.350305,-0.0197457,-0.374771,0.687764,0.722017,-1.04073,0.531778,0.744307,-1.84866,1.2768,1.83056,-0.936982,0.344946,0.273357,26.2727,4.27144,4.32109,9.33333,4.27927,4.29653,18.7778,4.30783,4.312,5.83232,4.04566,4.24935,81.6768,4.20979,4.30352,1.14949,4.30559,4.29833,85.9596,4.18575,4.24427,11.6364,4.25695,4.24592,19.7798,4.04218,4.08104,52.5354,4.17544,4.27882,6.30505,4.1412,4.08145,3.10606,4.27297,4.26723,2.14646,4.31183,4.29103,123.758,4.02691,4.26603,1.47071,4.3124,4.33219,131.697,4.33057,4.29102,41.4707,4.24421,4.16023,7.33232,4.34434,4.28137,44.0798,3.93459,4.023,-1.00592,4.25406,4.31508,-0.713621,4.30117,4.29874,-2.74699,4.33363,4.3965,-1.37619,4.20652,4.31978,-1.22585,4.31878,4.12095,-0.790686,4.03001,4.20613,-0.554254,3.90256,3.97902,-0.600342,3.95825,3.96176,-0.374771,4.26112,4.25348,-1.04073,4.26211,4.26218,-1.84866,4.21217,4.39538,-0.936982,3.76199,3.71721,All
27,1.42215,1.303,9.66667,0.804634,0.873571,20.5556,0.750539,0.780436,5.95556,0.38366,0.65314,82.4444,0.529274,0.633217,1.24444,0.562896,0.600782,91.5556,0.702204,0.583357,12,0.00181984,0.247684,20.1778,0.334904,0.283727,53.8889,0.317275,0.42399,6.45556,0.0305359,0.201112,3.16667,0.601428,0.659965,2.31111,0.697035,0.557493,124.333,0.453171,0.710847,1.57778,0.9035,0.985811,143.667,0.5327,0.558901,42.1778,0.949915,-0.010723,8.05556,0.678029,0.588775,45.9778,0.33567,0.427314,-0.990097,1.42392,1.66588,-0.694714,1.15066,1.16375,-2.6947,1.98862,2.47633,-1.33709,1.30256,1.62792,-1.19586,0.691819,0.636865,-0.773467,-0.236765,-0.0292126,-0.541618,0.25105,0.150758,-0.586079,0.327686,-0.00610717,-0.36241,0.674966,0.716214,-1.00523,0.57025,0.737495,-1.81518,1.23473,1.80718,-0.915382,0.31644,0.279691,27,4.27211,4.32051,9.66667,4.27289,4.29626,20.5556,4.28483,4.30921,5.95556,4.11995,4.25175,82.4444,4.20236,4.30313,1.24444,4.3009,4.2952,91.5556,4.30002,4.2485,12,4.2847,4.24759,20.1778,4.06199,4.08815,53.8889,4.17636,4.27923,6.45556,4.15098,4.08952,3.16667,4.32209,4.26863,2.31111,4.351,4.29137,124.333,4.02648,4.267,1.57778,4.3577,4.3303,143.667,4.26532,4.29112,42.1778,4.24998,4.16186,8.05556,4.29939,4.28231,45.9778,3.96049,4.03612,-0.990097,4.25536,4.31472,-0.694714,4.30971,4.29855,-2.6947,4.32184,4.39449,-1.33709,4.22259,4.31896,-1.19586,4.32751,4.12516,-0.773467,4.0344,4.20798,-0.541618,3.91521,3.98625,-0.586079,3.97755,3.96969,-0.36241,4.24671,4.25475,-1.00523,4.24891,4.2632,-1.81518,4.20385,4.39349,-0.915382,3.76423,3.73048,All
27.7273,1.40396,1.28797,10,0.777925,0.854319,22.3333,0.840262,0.743344,6.07879,0.469859,0.646768,83.2121,0.504954,0.630314,1.33939,0.466877,0.553666,97.1515,0.409614,0.579849,12.3636,0.0725289,0.259054,20.5758,0.356521,0.292942,55.2424,0.322588,0.428104,6.60606,0.0745563,0.21494,3.22727,0.587082,0.653112,2.47576,0.581426,0.545589,124.909,0.446505,0.704419,1.68485,0.9113,0.964384,155.636,0.299229,0.556886,42.8848,0.942707,-0.0037057,8.77879,0.564765,0.584618,47.8758,0.301107,0.433486,-0.974275,1.41813,1.64813,-0.675807,1.14654,1.14687,-2.64242,1.96038,2.43862,-1.29798,1.30714,1.59576,-1.16587,0.656941,0.634608,-0.756247,-0.231656,-0.0164009,-0.528983,0.257198,0.160149,-0.571817,0.288104,0.00753133,-0.350048,0.662168,0.71041,-0.969732,0.608721,0.730682,-1.7817,1.19265,1.7838,-0.893782,0.287934,0.286025,27.7273,4.27252,4.31994,10,4.2665,4.29599,22.3333,4.34533,4.30641,6.07879,4.19145,4.25416,83.2121,4.19494,4.30275,1.33939,4.32023,4.29207,97.1515,4.15247,4.25272,12.3636,4.24364,4.24926,20.5758,4.07303,4.09526,55.2424,4.20365,4.27965,6.60606,4.14816,4.09759,3.22727,4.34226,4.27003,2.47576,4.33081,4.29172,124.909,4.042,4.26797,1.68485,4.39201,4.32841,155.636,4.25118,4.29122,42.8848,4.25575,4.16349,8.77879,4.26739,4.28325,47.8758,4.00826,4.04924,-0.974275,4.25667,4.31435,-0.675807,4.31825,4.29836,-2.64242,4.31004,4.39248,-1.29798,4.22977,4.31815,-1.16587,4.32254,4.12936,-0.756247,4.03879,4.20984,-0.528983,3.93023,3.99348,-0.571817,3.99873,3.97762,-0.350048,4.2323,4.25602,-0.969732,4.23571,4.26422,-1.7817,4.19554,4.3916,-0.893782,3.76647,3.74375,All
28.4545,1.35933,1.27294,10.3333,0.789316,0.835067,24.1111,0.842145,0.706253,6.20202,0.563598,0.640397,83.9798,0.480634,0.62741,1.43434,0.416901,0.50655,102.747,0.743688,0.57634,12.7273,0.143238,0.270425,20.9737,0.386226,0.302157,56.596,0.363706,0.432218,6.75657,0.199211,0.228768,3.28788,0.616418,0.64626,2.6404,0.602332,0.533684,125.485,0.454503,0.69799,1.79192,0.935036,0.942957,167.606,0.455351,0.554872,43.5919,0.935498,0.00331157,9.50202,0.697519,0.580462,49.7737,0.387928,0.439658,-0.958452,1.42519,1.63038,-0.6569,1.14243,1.12998,-2.59013,1.93215,2.40092,-1.25888,1.31172,1.5636,-1.13589,0.61678,0.632351,-0.739027,-0.226315,-0.00358916,-0.516347,0.261981,0.169541,-0.557554,0.240176,0.0211698,-0.337687,0.684689,0.704607,-0.934231,0.647192,0.723869,-1.74823,1.15058,1.76042,-0.872182,0.27821,0.292359,28.4545,4.27269,4.31937,10.3333,4.27588,4.29572,24.1111,4.26164,4.30362,6.20202,4.25521,4.25657,83.9798,4.18751,4.30236,1.43434,4.33098,4.28895,102.747,4.26584,4.25695,12.7273,4.20257,4.25093,20.9737,4.07434,4.10237,56.596,4.25989,4.28006,6.75657,4.12782,4.10566,3.28788,4.32704,4.27144,2.6404,4.34429,4.29207,125.485,4.07414,4.26894,1.79192,4.39838,4.32652,167.606,4.27833,4.29131,43.5919,4.26151,4.16513,9.50202,4.26925,4.2842,49.7737,4.09112,4.06236,-0.958452,4.25821,4.31398,-0.6569,4.32679,4.29817,-2.59013,4.29825,4.39047,-1.25888,4.23695,4.31734,-1.13589,4.31369,4.13357,-0.739027,4.04433,4.2117,-0.516347,3.94631,4.00071,-0.557554,4.01994,3.98555,-0.337687,4.21825,4.25729,-0.934231,4.22252,4.26524,-1.74823,4.18722,4.38971,-0.872182,3.76994,3.75702,All
29.1818,1.29327,1.25792,10.6667,0.800707,0.815815,25.8889,0.457203,0.669161,6.32525,0.661743,0.634025,84.7475,0.462256,0.624506,1.52929,0.409083,0.459434,108.343,0.793102,0.572832,13.0909,0.207778,0.281795,21.3717,0.414585,0.311371,57.9495,0.421641,0.436332,6.90707,0.343829,0.242597,3.34848,0.622098,0.639408,2.80505,0.625018,0.52178,126.061,0.467127,0.691562,1.89899,0.974109,0.92153,179.576,0.477892,0.552857,44.299,0.92829,0.0103288,10.2253,0.654136,0.576306,51.6717,0.352263,0.445831,-0.94263,1.4333,1.61262,-0.637993,1.13831,1.1131,-2.53785,1.90931,2.36321,-1.21978,1.3163,1.53144,-1.1059,0.576619,0.630094,-0.721808,-0.215609,0.00922255,-0.503711,0.26569,0.178933,-0.543291,0.191819,0.0348083,-0.325325,0.707451,0.698803,-0.898731,0.643295,0.717057,-1.71475,1.10851,1.73704,-0.850581,0.274601,0.298692,29.1818,4.27234,4.31879,10.6667,4.28526,4.29545,25.8889,4.22091,4.30083,6.32525,4.30356,4.25898,84.7475,4.19062,4.30197,1.52929,4.31904,4.28582,108.343,4.26038,4.26118,13.0909,4.18015,4.2526,21.3717,4.07795,4.10948,57.9495,4.32781,4.28048,6.90707,4.10348,4.11373,3.34848,4.29128,4.27284,2.80505,4.31751,4.29242,126.061,4.11151,4.26991,1.89899,4.37005,4.32463,179.576,4.31884,4.29141,44.299,4.26728,4.16676,10.2253,4.27699,4.28514,51.6717,4.01325,4.07548,-0.94263,4.25976,4.31362,-0.637993,4.33533,4.29798,-2.53785,4.28683,4.38846,-1.21978,4.24414,4.31653,-1.1059,4.30484,4.13778,-0.721808,4.0766,4.21356,-0.503711,3.96327,4.00794,-0.543291,4.04116,3.99349,-0.325325,4.2042,4.25856,-0.898731,4.22675,4.26626,-1.71475,4.17891,4.38782,-0.850581,3.77382,3.77029,All
29.9091,1.21054,1.24289,11,0.812099,0.796563,27.6667,0.603711,0.632069,6.44848,0.734194,0.627654,85.5152,0.448726,0.621602,1.62424,0.274471,0.412318,113.939,0.696705,0.569323,13.4545,0.253813,0.293166,21.7697,0.437253,0.320586,59.303,0.443178,0.440446,7.05758,0.438539,0.256425,3.40909,0.615869,0.632555,2.9697,0.468334,0.509876,126.636,0.495703,0.685134,2.00606,0.89047,0.900102,191.545,0.49963,0.550842,45.0061,0.921082,0.0173461,10.9485,0.684216,0.57215,53.5697,0.323309,0.452003,-0.926807,1.44241,1.59487,-0.619086,1.1342,1.09621,-2.48557,1.88835,2.32551,-1.18067,1.32089,1.49928,-1.07591,0.537701,0.627837,-0.704588,-0.204902,0.0220343,-0.491075,0.269442,0.188324,-0.529029,0.143555,0.0484468,-0.312964,0.718115,0.692999,-0.863231,0.626058,0.710244,-1.68127,1.06644,1.71366,-0.828981,0.270992,0.305026,29.9091,4.27088,4.31822,11,4.29464,4.29517,27.6667,4.37956,4.29803,6.44848,4.32633,4.26139,85.5152,4.19528,4.30158,1.62424,4.31711,4.28269,113.939,4.28428,4.26541,13.4545,4.21367,4.25428,21.7697,4.08909,4.11659,59.303,4.35953,4.28089,7.05758,4.09011,4.1218,3.40909,4.25968,4.27425,2.9697,4.25028,4.29277,126.636,4.16695,4.27088,2.00606,4.35101,4.32274,191.545,4.28164,4.29151,45.0061,4.27305,4.16839,10.9485,4.358,4.28608,53.5697,3.99428,4.0886,-0.926807,4.26131,4.31325,-0.619086,4.34386,4.2978,-2.48557,4.27554,4.38645,-1.18067,4.25132,4.31571,-1.07591,4.2907,4.14198,-0.704588,4.10887,4.21542,-0.491075,3.98029,4.01517,-0.529029,4.0615,4.00142,-0.312964,4.20068,4.25983,-0.863231,4.23646,4.26728,-1.68127,4.1706,4.38593,-0.828981,3.7777,3.78356,All
30.6364,1.13237,1.22786,11.3333,0.813064,0.777311,29.4444,0.487431,0.594977,6.57172,0.709972,0.621283,86.2828,0.440905,0.618699,1.71919,0.24643,0.365202,119.535,0.662398,0.565815,13.8182,0.299848,0.304536,22.1677,0.43872,0.329801,60.6566,0.38839,0.444561,7.20808,0.374327,0.270253,3.4697,0.575665,0.625703,3.13434,0.331442,0.497971,127.212,0.527686,0.678706,2.11313,0.800002,0.878675,203.515,0.826549,0.548828,45.7131,0.913873,0.0243634,11.6717,0.58802,0.567993,55.4677,0.460059,0.458175,-0.910985,1.45483,1.57711,-0.600179,1.10244,1.07932,-2.43328,1.86738,2.2878,-1.14157,1.32547,1.46712,-1.04593,0.499208,0.62558,-0.687368,-0.194196,0.034846,-0.478439,0.273436,0.197716,-0.514766,0.0974048,0.0620853,-0.300603,0.692621,0.687196,-0.82773,0.608822,0.703432,-1.6478,1.02437,1.69028,-0.807381,0.276462,0.31136,30.6364,4.26698,4.31765,11.3333,4.30494,4.2949,29.4444,4.32672,4.29524,6.57172,4.30189,4.26379,86.2828,4.20079,4.30119,1.71919,4.23144,4.27957,119.535,4.33077,4.26964,13.8182,4.24719,4.25595,22.1677,4.12755,4.1237,60.6566,4.32015,4.2813,7.20808,4.10718,4.12987,3.4697,4.28071,4.27565,3.13434,4.28428,4.29312,127.212,4.22527,4.27186,2.11313,4.35888,4.32086,203.515,4.41951,4.29161,45.7131,4.27882,4.17002,11.6717,4.26038,4.28703,55.4677,4.14954,4.10172,-0.910985,4.26289,4.31289,-0.600179,4.33813,4.29761,-2.43328,4.26424,4.38444,-1.14157,4.2585,4.3149,-1.04593,4.27475,4.14619,-0.687368,4.14115,4.21728,-0.478439,3.99714,4.0224,-0.514766,4.08032,4.00935,-0.300603,4.22861,4.2611,-0.82773,4.24618,4.2683,-1.6478,4.16228,4.38404,-0.807381,3.78289,3.79683,All
31.3636,1.07117,1.21284,11.6667,0.814029,0.758059,31.2222,0.422957,0.557885,6.69495,0.561601,0.614911,87.0505,0.43969,0.615795,1.81414,0.192516,0.318087,125.131,0.660178,0.562307,14.1818,0.330072,0.315907,22.5657,0.414069,0.339015,62.0101,0.288233,0.448675,7.35859,0.295643,0.284082,3.5303,0.600748,0.61885,3.29899,0.47719,0.486067,127.788,0.565508,0.672278,2.2202,0.98658,0.857248,215.485,0.441562,0.546813,46.4202,0.906665,0.0313806,12.3949,0.581521,0.563837,57.3657,0.388599,0.464347,-0.895162,1.46724,1.55936,-0.581271,1.06309,1.06244,-2.381,1.84641,2.2501,-1.10247,1.33005,1.43497,-1.01594,0.460714,0.623323,-0.670149,-0.18349,0.0476577,-0.465803,0.279603,0.207107,-0.500503,0.0568512,0.0757238,-0.288241,0.667128,0.681392,-0.79223,0.598122,0.696619,-1.61432,0.988153,1.66689,-0.785781,0.287796,0.317694,31.3636,4.26068,4.31707,11.6667,4.31524,4.29463,31.2222,4.33503,4.29245,6.69495,4.22386,4.2662,87.0505,4.20667,4.3008,1.81414,4.2992,4.27644,125.131,4.3165,4.27387,14.1818,4.26679,4.25762,22.5657,4.19202,4.1308,62.0101,4.23752,4.28172,7.35859,4.09264,4.13794,3.5303,4.27795,4.27705,3.29899,4.29565,4.29347,127.788,4.28855,4.27283,2.2202,4.32996,4.31897,215.485,4.33131,4.2917,46.4202,4.28458,4.17165,12.3949,4.18343,4.28797,57.3657,4.03124,4.11484,-0.895162,4.26446,4.31252,-0.581271,4.32848,4.29742,-2.381,4.25295,4.38243,-1.10247,4.26568,4.31409,-1.01594,4.25881,4.1504,-0.670149,4.17342,4.21914,-0.465803,4.01251,4.02963,-0.500503,4.0972,4.01728,-0.288241,4.25655,4.26237,-0.79223,4.25387,4.26932,-1.61432,4.1557,4.38215,-0.785781,3.78894,3.81011,All
32.0909,1.03262,1.19781,12,0.814994,0.738807,33,0.381723,0.520794,6.81818,0.583229,0.60854,87.8182,0.449247,0.612891,1.90909,0.156003,0.270971,130.727,0.568804,0.558798,14.5455,0.344484,0.327278,22.9636,0.371804,0.34823,63.3636,0.265901,0.452789,7.50909,0.311541,0.29791,3.59091,0.691118,0.611998,3.46364,0.208543,0.474163,128.364,0.581008,0.66585,2.32727,0.857151,0.835821,227.455,0.640657,0.544798,47.1273,0.899456,0.0383979,13.1182,0.577298,0.559681,59.2636,0.44985,0.470519,-0.87934,1.47693,1.54161,-0.562364,1.02374,1.04555,-2.32871,1.82544,2.21239,-1.06336,1.33367,1.40281,-0.985951,0.431599,0.621066,-0.652929,-0.172783,0.0604694,-0.453167,0.28752,0.216499,-0.486241,0.024834,0.0893623,-0.27588,0.639199,0.675589,-0.75673,0.595648,0.689806,-1.58084,0.966728,1.64351,-0.76418,0.299275,0.324028,32.0909,4.25191,4.3165,12,4.32553,4.29436,33,4.25679,4.28965,6.81818,4.19843,4.26861,87.8182,4.21201,4.30041,1.90909,4.3126,4.27331,130.727,4.30841,4.27809,14.5455,4.27249,4.25929,22.9636,4.22894,4.13791,63.3636,4.21988,4.28213,7.50909,4.07839,4.146,3.59091,4.2514,4.27846,3.46364,4.31038,4.29382,128.364,4.31658,4.2738,2.32727,4.29569,4.31708,227.455,4.24519,4.2918,47.1273,4.29035,4.17328,13.1182,4.15614,4.28891,59.2636,4.12791,4.12796,-0.87934,4.26592,4.31215,-0.562364,4.31883,4.29723,-2.32871,4.24166,4.38042,-1.06336,4.2713,4.31328,-0.985951,4.24048,4.15461,-0.652929,4.20569,4.221,-0.453167,4.02666,4.03686,-0.486241,4.11156,4.02521,-0.27588,4.28653,4.26364,-0.75673,4.25901,4.27034,-1.58084,4.15349,4.38026,-0.76418,3.79505,3.82338,All
32.8182,1.03822,1.18278,12.3333,0.762214,0.719554,34.7778,0.336252,0.483702,6.94141,0.624969,0.602169,88.5859,0.469337,0.609988,2.00404,0.146932,0.223855,136.323,0.503948,0.55529,14.9091,0.358897,0.338648,23.3616,0.329956,0.357445,64.7172,0.355785,0.456903,7.6596,0.326736,0.311738,3.65152,0.674043,0.605145,3.62828,0.27857,0.462258,128.939,0.583488,0.659422,2.43434,0.738179,0.814394,239.424,0.484633,0.542784,47.8343,0.892248,0.0454152,13.8414,0.453015,0.555525,61.1616,0.261257,0.476691,-0.863518,1.48519,1.52385,-0.543457,0.984392,1.02867,-2.27643,1.80447,2.17469,-1.02426,1.33472,1.37065,-0.955964,0.407824,0.618808,-0.635709,-0.154344,0.0732811,-0.440531,0.298169,0.225891,-0.471978,0.00550875,0.103001,-0.263519,0.609634,0.669785,-0.72123,0.593174,0.682994,-1.54737,0.945303,1.62013,-0.74258,0.314735,0.330362,32.8182,4.24015,4.31592,12.3333,4.31835,4.29409,34.7778,4.3239,4.28686,6.94141,4.24577,4.27102,88.5859,4.21597,4.30003,2.00404,4.34425,4.27019,136.323,4.34099,4.28232,14.9091,4.27819,4.26096,23.3616,4.19326,4.14502,64.7172,4.28071,4.28255,7.6596,4.23133,4.15407,3.65152,4.26221,4.27986,3.62828,4.2167,4.29417,128.939,4.32404,4.27477,2.43434,4.30413,4.31519,239.424,4.24671,4.2919,47.8343,4.29612,4.17492,13.8414,4.31852,4.28985,61.1616,4.09894,4.14107,-0.863518,4.26733,4.31179,-0.543457,4.30917,4.29704,-2.27643,4.23036,4.37841,-1.02426,4.2728,4.31246,-0.955964,4.22172,4.15881,-0.635709,4.22611,4.22286,-0.440531,4.03886,4.04409,-0.471978,4.12254,4.03314,-0.263519,4.31788,4.26491,-0.72123,4.26415,4.27137,-1.54737,4.15129,4.37837,-0.74258,3.80305,3.83665,All
33.5455,1.06611,1.16776,12.6667,0.709434,0.700302,36.5556,0.473728,0.44661,7.06465,0.590234,0.595797,89.3535,0.5001,0.607084,2.09899,0.0775776,0.176739,141.919,0.586464,0.551781,15.2727,0.367165,0.350019,23.7596,0.328289,0.366659,66.0707,0.489699,0.461017,7.8101,0.296122,0.325567,3.71212,0.644015,0.598293,3.79293,0.414871,0.450354,129.515,0.556225,0.652994,2.54141,0.766769,0.792967,251.394,0.782322,0.540769,48.5414,0.88504,0.0524324,14.5646,0.43772,0.551368,63.0596,0.434807,0.482863,-0.847695,1.4914,1.5061,-0.52455,0.945042,1.01178,-2.22414,1.7835,2.13699,-0.985158,1.33578,1.33849,-0.925978,0.395148,0.616551,-0.61849,-0.128366,0.0860928,-0.427895,0.313136,0.235282,-0.457715,0.002075,0.116639,-0.251157,0.581441,0.663982,-0.685729,0.60572,0.676181,-1.51389,0.923878,1.59675,-0.72098,0.330024,0.336696,33.5455,4.23239,4.31535,12.6667,4.31117,4.29382,36.5556,4.34004,4.28407,7.06465,4.27802,4.27343,89.3535,4.2181,4.29964,2.09899,4.23822,4.26706,141.919,4.29495,4.28655,15.2727,4.28738,4.26263,23.7596,4.16992,4.15213,66.0707,4.31492,4.28296,7.8101,4.19087,4.16214,3.71212,4.27432,4.28127,3.79293,4.22872,4.29452,129.515,4.27686,4.27574,2.54141,4.3334,4.3133,251.394,4.37019,4.29199,48.5414,4.30189,4.17655,14.5646,4.23673,4.2908,63.0596,4.15538,4.15419,-0.847695,4.26867,4.31142,-0.52455,4.29952,4.29685,-2.22414,4.21907,4.3764,-0.985158,4.27429,4.31165,-0.925978,4.20296,4.16302,-0.61849,4.23497,4.22471,-0.427895,4.04797,4.05131,-0.457715,4.12957,4.04108,-0.251157,4.34799,4.26618,-0.685729,4.25818,4.27239,-1.51389,4.14908,4.37648,-0.72098,3.81149,3.84992,All
