trans_Cl_vs_AGE_abscissa,trans_Cl_vs_AGE_spline,trans_Cl_vs_AGE_regression,trans_Cl_vs_AnionGap_abscissa,trans_Cl_vs_AnionGap_spline,trans_Cl_vs_AnionGap_regression,trans_Cl_vs_BUN_abscissa,trans_Cl_vs_BUN_spline,trans_Cl_vs_BUN_regression,trans_Cl_vs_Ca_abscissa,trans_Cl_vs_Ca_spline,trans_Cl_vs_Ca_regression,trans_Cl_vs_Chloride_abscissa,trans_Cl_vs_Chloride_spline,trans_Cl_vs_Chloride_regression,trans_Cl_vs_Creatinine_abscissa,trans_Cl_vs_Creatinine_spline,trans_Cl_vs_Creatinine_regression,trans_Cl_vs_Glucose_abscissa,trans_Cl_vs_Glucose_spline,trans_Cl_vs_Glucose_regression,trans_Cl_vs_HCO3_abscissa,trans_Cl_vs_HCO3_spline,trans_Cl_vs_HCO3_regression,trans_Cl_vs_HCT_abscissa,trans_Cl_vs_HCT_spline,trans_Cl_vs_HCT_regression,trans_Cl_vs_HR_abscissa,trans_Cl_vs_HR_spline,trans_Cl_vs_HR_regression,trans_Cl_vs_Hb_abscissa,trans_Cl_vs_Hb_spline,trans_Cl_vs_Hb_regression,trans_Cl_vs_K_abscissa,trans_Cl_vs_K_spline,trans_Cl_vs_K_regression,trans_Cl_vs_LacticAcid_abscissa,trans_Cl_vs_LacticAcid_spline,trans_Cl_vs_LacticAcid_regression,trans_Cl_vs_Na_abscissa,trans_Cl_vs_Na_spline,trans_Cl_vs_Na_regression,trans_Cl_vs_P_abscissa,trans_Cl_vs_P_spline,trans_Cl_vs_P_regression,trans_Cl_vs_PLT_abscissa,trans_Cl_vs_PLT_spline,trans_Cl_vs_PLT_regression,trans_Cl_vs_Temperature_abscissa,trans_Cl_vs_Temperature_spline,trans_Cl_vs_Temperature_regression,trans_Cl_vs_WBC_abscissa,trans_Cl_vs_WBC_spline,trans_Cl_vs_WBC_regression,trans_Cl_vs_WT_abscissa,trans_Cl_vs_WT_spline,trans_Cl_vs_WT_regression,trans_V_vs_AGE_abscissa,trans_V_vs_AGE_spline,trans_V_vs_AGE_regression,trans_V_vs_AnionGap_abscissa,trans_V_vs_AnionGap_spline,trans_V_vs_AnionGap_regression,trans_V_vs_BUN_abscissa,trans_V_vs_BUN_spline,trans_V_vs_BUN_regression,trans_V_vs_Ca_abscissa,trans_V_vs_Ca_spline,trans_V_vs_Ca_regression,trans_V_vs_Chloride_abscissa,trans_V_vs_Chloride_spline,trans_V_vs_Chloride_regression,trans_V_vs_Creatinine_abscissa,trans_V_vs_Creatinine_spline,trans_V_vs_Creatinine_regression,trans_V_vs_Glucose_abscissa,trans_V_vs_Glucose_spline,trans_V_vs_Glucose_regression,trans_V_vs_HCO3_abscissa,trans_V_vs_HCO3_spline,trans_V_vs_HCO3_regression,trans_V_vs_HCT_abscissa,trans_V_vs_HCT_spline,trans_V_vs_HCT_regression,trans_V_vs_HR_abscissa,trans_V_vs_HR_spline,trans_V_vs_HR_regression,trans_V_vs_Hb_abscissa,trans_V_vs_Hb_spline,trans_V_vs_Hb_regression,trans_V_vs_K_abscissa,trans_V_vs_K_spline,trans_V_vs_K_regression,trans_V_vs_LacticAcid_abscissa,trans_V_vs_LacticAcid_spline,trans_V_vs_LacticAcid_regression,trans_V_vs_Na_abscissa,trans_V_vs_Na_spline,trans_V_vs_Na_regression,trans_V_vs_P_abscissa,trans_V_vs_P_spline,trans_V_vs_P_regression,trans_V_vs_PLT_abscissa,trans_V_vs_PLT_spline,trans_V_vs_PLT_regression,trans_V_vs_Temperature_abscissa,trans_V_vs_Temperature_spline,trans_V_vs_Temperature_regression,trans_V_vs_WBC_abscissa,trans_V_vs_WBC_spline,trans_V_vs_WBC_regression,trans_V_vs_WT_abscissa,trans_V_vs_WT_spline,trans_V_vs_WT_regression,split
26.2727,1.01161,0.969238,9.33333,0.602464,0.649273,18.7778,0.566647,0.579407,5.83232,0.169378,0.461098,81.6768,0.387487,0.39913,1.14949,0.471834,0.478785,85.9596,0.454904,0.422512,11.6364,0.0389254,0.213521,19.7798,0.173628,0.195065,52.5354,0.17907,0.316802,6.30505,0.0660856,0.137602,3.10606,0.500155,0.499933,2.14646,0.404882,0.429128,123.758,0.205695,0.458225,1.47071,0.598656,0.713926,131.697,0.478598,0.420995,41.4707,0.378531,-0.0408797,7.33232,0.515874,0.450614,44.0798,0.17859,0.221065,26.2727,4.47712,4.50746,9.33333,4.43169,4.46314,18.7778,4.41891,4.4564,5.83232,4.15613,4.37557,81.6768,4.30064,4.42282,1.14949,4.38045,4.41177,85.9596,4.35587,4.37599,11.6364,4.20443,4.25586,19.7798,4.16414,4.23832,52.5354,4.34355,4.35257,6.30505,4.24315,4.22037,3.10606,4.39503,4.4034,2.14646,4.41279,4.38853,123.758,4.21806,4.39908,1.47071,4.51236,4.53309,131.697,4.42757,4.38748,41.4707,4.63433,4.23524,7.33232,4.38491,4.39602,44.0798,4.20627,4.26893,All
27,1.03084,0.958436,9.66667,0.610497,0.636232,20.5556,0.514881,0.556874,5.95556,0.24064,0.458497,82.4444,0.374091,0.399662,1.24444,0.448762,0.449023,91.5556,0.435455,0.421876,12,0.103386,0.220896,20.1778,0.205024,0.202501,53.8889,0.136864,0.319979,6.45556,0.0620807,0.148265,3.16667,0.483522,0.495076,2.31111,0.555579,0.421646,124.333,0.194865,0.456602,1.57778,0.62176,0.70001,143.667,0.418507,0.420151,42.1778,0.374318,-0.0352156,8.05556,0.492314,0.447389,45.9778,0.143745,0.230554,27,4.46457,4.50504,9.66667,4.40718,4.45871,20.5556,4.42847,4.44641,5.95556,4.23612,4.37603,82.4444,4.30692,4.42154,1.24444,4.36929,4.39857,91.5556,4.47068,4.37668,12,4.24118,4.26053,20.1778,4.17778,4.24323,53.8889,4.31465,4.35357,6.45556,4.24447,4.22663,3.16667,4.43904,4.40226,2.31111,4.4521,4.38587,124.333,4.20423,4.3985,1.57778,4.54918,4.52613,143.667,4.35101,4.3869,42.1778,4.63539,4.23709,8.05556,4.40793,4.39489,45.9778,4.21237,4.27453,All
27.7273,1.00584,0.947634,10,0.618529,0.623192,22.3333,0.637601,0.534341,6.07879,0.323202,0.455896,83.2121,0.360696,0.400195,1.33939,0.371916,0.41926,97.1515,0.306774,0.421241,12.3636,0.127674,0.228271,20.5758,0.237919,0.209937,55.2424,0.145523,0.323156,6.60606,0.0824549,0.158928,3.22727,0.469042,0.490219,2.47576,0.448897,0.414164,124.909,0.2004,0.45498,1.68485,0.642004,0.686095,155.636,0.0998153,0.419306,42.8848,0.370105,-0.0295516,8.77879,0.345717,0.444163,47.8758,0.146682,0.240044,27.7273,4.46628,4.50263,10,4.38267,4.45428,22.3333,4.47094,4.43642,6.07879,4.31111,4.37649,83.2121,4.31319,4.42026,1.33939,4.37249,4.38537,97.1515,4.27108,4.37736,12.3636,4.23298,4.2652,20.5758,4.19473,4.24813,55.2424,4.30458,4.35457,6.60606,4.24919,4.2329,3.22727,4.45553,4.40113,2.47576,4.41034,4.38322,124.909,4.20545,4.39791,1.68485,4.57012,4.51916,155.636,4.33964,4.38633,42.8848,4.63646,4.23893,8.77879,4.42597,4.39376,47.8758,4.22595,4.28013,All
28.4545,0.947901,0.936833,10.3333,0.616803,0.610151,24.1111,0.618029,0.511808,6.20202,0.416438,0.453295,83.9798,0.3473,0.400728,1.43434,0.320197,0.389498,102.747,0.558865,0.420605,12.7273,0.151961,0.235647,20.9737,0.270747,0.217373,56.596,0.213349,0.326334,6.75657,0.138331,0.169591,3.28788,0.457193,0.485362,2.6404,0.438384,0.406683,125.485,0.222975,0.453358,1.79192,0.674105,0.67218,167.606,0.354802,0.418462,43.5919,0.365893,-0.0238875,9.50202,0.495899,0.440938,49.7737,0.270647,0.249533,28.4545,4.4774,4.50021,10.3333,4.40859,4.44985,24.1111,4.39972,4.42642,6.20202,4.37592,4.37695,83.9798,4.31947,4.41897,1.43434,4.3788,4.37217,102.747,4.4273,4.37805,12.7273,4.22477,4.26987,20.9737,4.21574,4.25304,56.596,4.31716,4.35558,6.75657,4.2594,4.23917,3.28788,4.43837,4.4,2.6404,4.40895,4.38057,125.485,4.22236,4.39733,1.79192,4.57392,4.5122,167.606,4.3647,4.38575,43.5919,4.63753,4.24077,9.50202,4.41817,4.39263,49.7737,4.26384,4.28574,All
29.1818,0.864277,0.926031,10.6667,0.615078,0.59711,25.8889,0.325483,0.489275,6.32525,0.51843,0.450694,84.7475,0.337332,0.401261,1.52929,0.305583,0.359736,108.343,0.567779,0.41997,13.0909,0.178136,0.243022,21.3717,0.296168,0.224809,57.9495,0.313507,0.329511,6.90707,0.208361,0.180253,3.34848,0.457279,0.480505,2.80505,0.469185,0.399201,126.061,0.250924,0.451736,1.89899,0.716104,0.658265,179.576,0.370306,0.417618,44.299,0.36168,-0.0182235,10.2253,0.514326,0.437713,51.6717,0.142586,0.259022,29.1818,4.49533,4.4978,10.6667,4.4345,4.44542,25.8889,4.31828,4.41643,6.32525,4.42255,4.37741,84.7475,4.33493,4.41769,1.52929,4.3761,4.35898,108.343,4.38703,4.37873,13.0909,4.22322,4.27454,21.3717,4.24651,4.25794,57.9495,4.34429,4.35658,6.90707,4.27166,4.24544,3.34848,4.39551,4.39886,2.80505,4.40898,4.37792,126.061,4.24422,4.39674,1.89899,4.55521,4.50523,179.576,4.43031,4.38518,44.299,4.63859,4.24261,10.2253,4.36681,4.39149,51.6717,4.22056,4.29134,All
29.9091,0.762882,0.91523,11,0.613352,0.58407,27.6667,0.51257,0.466741,6.44848,0.593547,0.448093,85.5152,0.329713,0.401794,1.62424,0.247857,0.329973,113.939,0.556285,0.419334,13.4545,0.209973,0.250397,21.7697,0.314146,0.232245,59.303,0.369719,0.332688,7.05758,0.26417,0.190916,3.40909,0.456594,0.475649,2.9697,0.330894,0.391719,126.636,0.297406,0.450114,2.00606,0.682394,0.64435,191.545,0.491249,0.416774,45.0061,0.357467,-0.0125594,10.9485,0.548309,0.434488,53.5697,0.0972989,0.268512,29.9091,4.51673,4.49538,11,4.46042,4.44098,27.6667,4.46385,4.40643,6.44848,4.44327,4.37787,85.5152,4.35074,4.4164,1.62424,4.31474,4.34578,113.939,4.45903,4.37941,13.4545,4.24167,4.27921,21.7697,4.28522,4.26285,59.303,4.36248,4.35758,7.05758,4.28128,4.25171,3.40909,4.35641,4.39773,2.9697,4.31404,4.37527,126.636,4.28314,4.39616,2.00606,4.49,4.49826,191.545,4.27744,4.3846,45.0061,4.63966,4.24446,10.9485,4.52215,4.39036,53.5697,4.22941,4.29694,All
30.6364,0.674339,0.904428,11.3333,0.611539,0.571029,29.4444,0.387456,0.444208,6.57172,0.556574,0.445492,86.2828,0.3248,0.402327,1.71919,0.242381,0.300211,119.535,0.562583,0.418699,13.8182,0.24181,0.257772,22.1677,0.311791,0.239681,60.6566,0.322107,0.335865,7.20808,0.264572,0.201579,3.4697,0.434638,0.470792,3.13434,0.233451,0.384237,127.212,0.347555,0.448491,2.11313,0.60583,0.630435,203.515,0.700969,0.415929,45.7131,0.353254,-0.00689538,11.6717,0.506904,0.431263,55.4677,0.322069,0.278001,30.6364,4.53055,4.49297,11.3333,4.46732,4.43655,29.4444,4.36992,4.39644,6.57172,4.42207,4.37833,86.2828,4.366,4.41512,1.71919,4.23836,4.33258,119.535,4.35871,4.3801,13.8182,4.26011,4.28388,22.1677,4.34317,4.26775,60.6566,4.35175,4.35858,7.20808,4.27705,4.25797,3.4697,4.375,4.39659,3.13434,4.32789,4.37262,127.212,4.32554,4.39558,2.11313,4.45934,4.4913,203.515,4.5192,4.38403,45.7131,4.64073,4.2463,11.6717,4.35318,4.38923,55.4677,4.33804,4.30254,All
31.3636,0.614165,0.893626,11.6667,0.609726,0.557988,31.2222,0.278944,0.421675,6.69495,0.368814,0.442892,87.0505,0.322977,0.40286,1.81414,0.181678,0.270448,125.131,0.522403,0.418063,14.1818,0.270425,0.265148,22.5657,0.29429,0.247117,62.0101,0.212646,0.339042,7.35859,0.228912,0.212242,3.5303,0.444121,0.465935,3.29899,0.321362,0.376756,127.788,0.403992,0.446869,2.2202,0.684593,0.61652,215.485,0.314998,0.415085,46.4202,0.349041,-0.00123133,12.3949,0.37683,0.428037,57.3657,0.0986406,0.28749,31.3636,4.53233,4.49055,11.6667,4.47423,4.43212,31.2222,4.40063,4.38645,6.69495,4.35866,4.37879,87.0505,4.37999,4.41384,1.81414,4.3358,4.31938,125.131,4.44515,4.38078,14.1818,4.27986,4.28855,22.5657,4.40912,4.27266,62.0101,4.32327,4.35958,7.35859,4.23226,4.26424,3.5303,4.39439,4.39546,3.29899,4.40161,4.36996,127.788,4.37389,4.39499,2.2202,4.5363,4.48433,215.485,4.44979,4.38345,46.4202,4.64179,4.24814,12.3949,4.31493,4.3881,57.3657,4.25544,4.30815,All
32.0909,0.59011,0.882825,12,0.607913,0.544948,33,0.30178,0.399142,6.81818,0.348827,0.440291,87.8182,0.326124,0.403393,1.90909,0.190761,0.240686,130.727,0.428022,0.417428,14.5455,0.295818,0.272523,22.9636,0.309902,0.254553,63.3636,0.212713,0.34222,7.50909,0.201158,0.222905,3.59091,0.485042,0.461078,3.46364,0.122799,0.369274,128.364,0.43153,0.445247,2.32727,0.680067,0.602605,227.455,0.40682,0.414241,47.1273,0.344828,0.00443272,13.1182,0.435907,0.424812,59.2636,0.333725,0.296979,32.0909,4.51965,4.48814,12,4.48113,4.42769,33,4.29957,4.37645,6.81818,4.36198,4.37925,87.8182,4.39074,4.41255,1.90909,4.28591,4.30618,130.727,4.34973,4.38146,14.5455,4.30092,4.29322,22.9636,4.40853,4.27756,63.3636,4.32652,4.36059,7.50909,4.209,4.27051,3.59091,4.41459,4.39432,3.46364,4.4009,4.36731,128.364,4.39662,4.39441,2.32727,4.44219,4.47737,227.455,4.40263,4.38288,47.1273,4.64286,4.24998,13.1182,4.31693,4.38697,59.2636,4.31667,4.31375,All
32.8182,0.633145,0.872023,12.3333,0.567461,0.531907,34.7778,0.138968,0.376609,6.94141,0.438404,0.43769,88.5859,0.334074,0.403926,2.00404,0.187861,0.210923,136.323,0.424791,0.416792,14.9091,0.321212,0.279898,23.3616,0.380434,0.261989,64.7172,0.346707,0.345397,7.6596,0.213556,0.233568,3.65152,0.486615,0.456221,3.62828,0.103434,0.361792,128.939,0.44221,0.443625,2.43434,0.506721,0.58869,239.424,0.302195,0.413397,47.8343,0.340616,0.0100968,13.8414,0.321703,0.421587,61.1616,0.140735,0.306469,32.8182,4.48242,4.48573,12.3333,4.46349,4.42326,34.7778,4.4473,4.36646,6.94141,4.39186,4.37971,88.5859,4.39747,4.41127,2.00404,4.37901,4.29298,136.323,4.40796,4.38215,14.9091,4.32197,4.29788,23.3616,4.29536,4.28247,64.7172,4.36644,4.36159,7.6596,4.35149,4.27678,3.65152,4.40435,4.39319,3.62828,4.32481,4.36466,128.939,4.4044,4.39382,2.43434,4.43781,4.4704,239.424,4.34043,4.3823,47.8343,4.64393,4.25183,13.8414,4.39932,4.38583,61.1616,4.26139,4.31935,All
33.5455,0.707066,0.861222,12.6667,0.527009,0.518866,36.5556,0.362755,0.354076,7.06465,0.405944,0.435089,89.3535,0.346865,0.404459,2.09899,0.0994242,0.181161,141.919,0.447195,0.416157,15.2727,0.317761,0.287273,23.7596,0.32624,0.269425,66.0707,0.460165,0.348574,7.8101,0.29399,0.24423,3.71212,0.47932,0.451364,3.79293,0.33062,0.35431,129.515,0.399622,0.442002,2.54141,0.54543,0.574775,251.394,0.590073,0.412552,48.5414,0.336403,0.0157608,14.5646,0.283907,0.418362,63.0596,0.202866,0.315958,33.5455,4.44101,4.48331,12.6667,4.44585,4.41882,36.5556,4.34824,4.35646,7.06465,4.40129,4.38017,89.3535,4.39969,4.40998,2.09899,4.23258,4.27978,141.919,4.41189,4.38283,15.2727,4.33337,4.30255,23.7596,4.26825,4.28737,66.0707,4.39327,4.36259,7.8101,4.27965,4.28305,3.71212,4.39499,4.39206,3.79293,4.29284,4.36201,129.515,4.37234,4.39324,2.54141,4.44585,4.46344,251.394,4.50637,4.38172,48.5414,4.64499,4.25367,14.5646,4.36446,4.3847,63.0596,4.30496,4.32495,All
34.2727,0.787875,0.85042,13,0.486557,0.505826,38.3333,0.231714,0.331543,7.18788,0.397362,0.432488,90.1212,0.364684,0.404992,2.19394,0.0271885,0.151399,147.515,0.214177,0.415521,15.6364,0.304696,0.294649,24.1576,0.197328,0.276861,67.4242,0.442545,0.351751,7.96061,0.13662,0.254893,3.77273,0.46433,0.446507,3.95758,0.400373,0.346829,130.091,0.362054,0.44038,2.64848,0.682209,0.56086,263.364,0.332563,0.411708,49.2485,0.33219,0.0214249,15.2879,0.432085,0.415137,64.9576,0.448342,0.325447,34.2727,4.40722,4.4809,13,4.42821,4.41439,38.3333,4.266,4.34647,7.18788,4.3056,4.38063,90.1212,4.39696,4.4087,2.19394,4.17832,4.26658,147.515,4.37222,4.38351,15.6364,4.34155,4.30722,24.1576,4.35595,4.29228,67.4242,4.39424,4.36359,7.96061,4.17525,4.28931,3.77273,4.41063,4.39092,3.95758,4.32021,4.35936,130.091,4.34675,4.39266,2.64848,4.52937,4.45647,263.364,4.37545,4.38115,49.2485,4.64606,4.25551,15.2879,4.37735,4.38357,64.9576,4.38867,4.33056,All
35,0.863003,0.839618,13.3333,0.489771,0.492785,40.1111,0.280708,0.30901,7.31111,0.441953,0.429887,90.8889,0.388391,0.405525,2.28889,-0.00609309,0.121636,153.111,0.444835,0.414886,16,0.291631,0.302024,24.5556,0.317378,0.284297,68.7778,0.464717,0.354928,8.11111,0.175979,0.265556,3.83333,0.469139,0.44165,4.12222,0.345766,0.339347,130.667,0.384681,0.438758,2.75556,0.613267,0.546945,275.333,0.341646,0.410864,49.9556,0.327977,0.0270889,16.0111,0.488422,0.411912,66.8556,0.30524,0.334936,35,4.38846,4.47848,13.3333,4.41802,4.40996,40.1111,4.34382,4.33647,7.31111,4.39397,4.38109,90.8889,4.38818,4.40742,2.28889,4.21224,4.25338,153.111,4.32853,4.3842,16,4.34973,4.31189,24.5556,4.25236,4.29718,68.7778,4.47279,4.36459,8.11111,4.27361,4.29558,3.83333,4.40469,4.38979,4.12222,4.35291,4.35671,130.667,4.38071,4.39207,2.75556,4.52752,4.44951,275.333,4.37608,4.38057,49.9556,4.64713,4.25735,16.0111,4.49541,4.38244,66.8556,4.2612,4.33616,All
35.7273,0.890984,0.828817,13.6667,0.492986,0.479744,41.8889,0.178835,0.286477,7.43434,0.416649,0.427286,91.6566,0.413526,0.406058,2.38384,-0.00986203,0.0918738,158.707,0.371732,0.41425,16.3636,0.306088,0.309399,24.9535,0.172472,0.291733,70.1313,0.442261,0.358106,8.26162,0.216942,0.276219,3.89394,0.490146,0.436793,4.28687,0.323927,0.331865,131.242,0.407843,0.437136,2.86263,0.597668,0.53303,287.303,0.640635,0.41002,50.6626,0.323764,0.032753,16.7343,0.325099,0.408686,68.7535,0.422859,0.344426,35.7273,4.4131,4.47607,13.6667,4.40783,4.40553,41.8889,4.29965,4.32648,7.43434,4.40962,4.38155,91.6566,4.37901,4.40613,2.38384,4.21815,4.24018,158.707,4.44159,4.38488,16.3636,4.33176,4.31656,24.9535,4.21041,4.30209,70.1313,4.47861,4.36559,8.26162,4.25993,4.30185,3.89394,4.38111,4.38865,4.28687,4.33877,4.35406,131.242,4.38546,4.39149,2.86263,4.49048,4.44254,287.303,4.45344,4.38,50.6626,4.64819,4.2592,16.7343,4.37851,4.3813,68.7535,4.37804,4.34176,All
36.4545,0.896236,0.818015,14,0.4962,0.466704,43.6667,0.0920911,0.263944,7.55758,0.45852,0.424685,92.4242,0.436192,0.40659,2.47879,-0.00490107,0.0621114,164.303,0.370698,0.413615,16.7273,0.320545,0.316774,25.3515,0.147685,0.299169,71.4848,0.299471,0.361283,8.41212,0.280016,0.286882,3.95455,0.468874,0.431936,4.45152,0.386253,0.324384,131.818,0.43174,0.435513,2.9697,0.581367,0.519115,299.273,0.434695,0.409175,51.3697,0.319551,0.038417,17.4576,0.350409,0.405461,70.6515,0.339339,0.353915,36.4545,4.45136,4.47365,14,4.39764,4.4011,43.6667,4.2566,4.31649,7.55758,4.4054,4.38201,92.4242,4.37416,4.40485,2.47879,4.19705,4.22698,164.303,4.46376,4.38556,16.7273,4.31378,4.32123,25.3515,4.21424,4.30699,71.4848,4.32554,4.3666,8.41212,4.33908,4.30812,3.95455,4.40673,4.38752,4.45152,4.27732,4.3514,131.818,4.35007,4.3909,2.9697,4.48312,4.43558,299.273,4.3253,4.37942,51.3697,4.64926,4.26104,17.4576,4.38088,4.38017,70.6515,4.29733,4.34736,All
37.1818,0.884506,0.807213,14.3333,0.448942,0.453663,45.4444,0.195087,0.241411,7.68081,0.484832,0.422084,93.1919,0.452903,0.407123,2.57374,-0.0109449,0.032349,169.899,0.402302,0.412979,17.0909,0.322948,0.32415,25.7495,0.326729,0.306605,72.8384,0.321604,0.36446,8.56263,0.324315,0.297545,4.01515,0.449383,0.427079,4.61616,0.454374,0.316902,132.394,0.430253,0.433891,3.07677,0.454037,0.5052,311.242,0.321847,0.408331,52.0768,0.315339,0.0440811,18.1808,0.541412,0.402236,72.5495,0.514972,0.363404,37.1818,4.49528,4.47124,14.3333,4.38582,4.39666,45.4444,4.34259,4.30649,7.68081,4.42203,4.38247,93.1919,4.3751,4.40357,2.57374,4.17942,4.21378,169.899,4.4347,4.38625,17.0909,4.30273,4.3259,25.7495,4.32619,4.3119,72.8384,4.32162,4.3676,8.56263,4.28496,4.31438,4.01515,4.42891,4.38639,4.61616,4.22311,4.34875,132.394,4.34692,4.39032,3.07677,4.35874,4.42861,311.242,4.3522,4.37885,52.0768,4.65033,4.26288,18.1808,4.36554,4.37904,72.5495,4.43409,4.35297,All
37.9091,0.862742,0.796412,14.6667,0.401685,0.440622,47.2222,0.257714,0.218878,7.80404,0.370333,0.419484,93.9596,0.458339,0.407656,2.66869,-0.0308445,0.00258658,175.495,0.599099,0.412344,17.4545,0.289187,0.331525,26.1475,0.242703,0.314041,74.1919,0.395266,0.367637,8.71313,0.222531,0.308207,4.07576,0.449332,0.422222,4.78081,0.47077,0.30942,132.97,0.41705,0.432269,3.18384,0.431297,0.491285,323.212,0.596132,0.407487,52.7838,0.311126,0.0497451,18.904,0.172124,0.399011,74.4475,0.366847,0.372893,37.9091,4.53165,4.46882,14.6667,4.37401,4.39223,47.2222,4.33584,4.2965,7.80404,4.41552,4.38293,93.9596,4.38268,4.40228,2.66869,4.17145,4.20058,175.495,4.38536,4.38693,17.4545,4.31242,4.33057,26.1475,4.33552,4.3168,74.1919,4.33379,4.3686,8.71313,4.3017,4.32065,4.07576,4.42436,4.38525,4.78081,4.21534,4.3461,132.97,4.35866,4.38974,3.18384,4.3381,4.42165,323.212,4.4944,4.37827,52.7838,4.65139,4.26472,18.904,4.34866,4.37791,74.4475,4.31628,4.35857,All
38.6364,0.848864,0.78561,15,0.354427,0.427582,49,0.153963,0.196344,7.92727,0.396719,0.416883,94.7273,0.426495,0.408189,2.76364,-0.0597008,-0.0271758,181.091,0.378261,0.411708,17.8182,0.255427,0.3389,26.5455,0.249782,0.321477,75.5455,0.347533,0.370814,8.86364,0.300919,0.31887,4.13636,0.425742,0.417365,4.94545,0.439445,0.301938,133.545,0.416657,0.430647,3.29091,0.423719,0.477369,335.182,0.579054,0.406643,53.4909,0.306913,0.0554092,19.6273,0.411149,0.395786,76.3455,0.420508,0.382383,38.6364,4.52791,4.46641,15,4.36219,4.3878,49,4.25686,4.2865,7.92727,4.36065,4.38339,94.7273,4.37103,4.401,2.76364,4.1665,4.18739,181.091,4.34066,4.38761,17.8182,4.32212,4.33524,26.5455,4.18741,4.32171,75.5455,4.33456,4.3696,8.86364,4.31726,4.32692,4.13636,4.4027,4.38412,4.94545,4.24922,4.34345,133.545,4.36836,4.38915,3.29091,4.39015,4.41468,335.182,4.39799,4.3777,53.4909,4.65246,4.26656,19.6273,4.41427,4.37678,76.3455,4.46614,4.36417,All
39.3636,0.836113,0.774809,15.3333,0.353132,0.414541,50.7778,0.0667202,0.173811,8.05051,0.520568,0.414282,95.4949,0.366359,0.408722,2.85859,-0.0919408,-0.0569382,186.687,0.434664,0.411073,18.1818,0.250269,0.346275,26.9434,0.36514,0.328913,76.899,0.441143,0.373991,9.01414,0.222662,0.329533,4.19697,0.386459,0.412508,5.1101,0.388382,0.294457,134.121,0.409487,0.429024,3.39798,0.572082,0.463454,347.152,0.57243,0.405798,54.198,0.3027,0.0610732,20.3505,0.380328,0.39256,78.2434,0.275917,0.391872,39.3636,4.51844,4.464,15.3333,4.3519,4.38337,50.7778,4.26068,4.27651,8.05051,4.41639,4.38385,95.4949,4.33751,4.39971,2.85859,4.1572,4.17419,186.687,4.33943,4.3883,18.1818,4.33058,4.3399,26.9434,4.34836,4.32661,76.899,4.28003,4.3706,9.01414,4.26685,4.33319,4.19697,4.36962,4.38298,5.1101,4.30164,4.3408,134.121,4.37766,4.38857,3.39798,4.39555,4.40772,347.152,4.35639,4.37712,54.198,4.65353,4.26841,20.3505,4.3263,4.37564,78.2434,4.27501,4.36977,All
40.0909,0.824427,0.764007,15.6667,0.351836,0.4015,52.5556,0.124306,0.151278,8.17374,0.429416,0.411681,96.2626,0.313731,0.409255,2.95354,-0.124485,-0.0867007,192.283,0.4086,0.410437,18.5455,0.273712,0.353651,27.3414,0.206105,0.336349,78.2525,0.175523,0.377169,9.16465,0.416158,0.340196,4.25758,0.402308,0.407651,5.27475,0.33856,0.286975,134.697,0.374235,0.427402,3.50505,0.477469,0.449539,359.121,0.523496,0.404954,54.9051,0.298487,0.0667373,21.0737,0.522092,0.389335,80.1414,0.492895,0.401361,40.0909,4.50662,4.46158,15.6667,4.34162,4.37894,52.5556,4.27085,4.26652,8.17374,4.34141,4.38431,96.2626,4.31116,4.39843,2.95354,4.14171,4.16099,192.283,4.42616,4.38898,18.5455,4.33779,4.34457,27.3414,4.21037,4.33152,78.2525,4.33942,4.37161,9.16465,4.3347,4.33946,4.25758,4.41348,4.38185,5.27475,4.35594,4.33815,134.697,4.3859,4.38798,3.50505,4.42224,4.40075,359.121,4.39155,4.37655,54.9051,4.65459,4.27025,21.0737,4.35432,4.37451,80.1414,4.38825,4.37538,All
40.8182,0.820196,0.753205,16,0.35054,0.38846,54.3333,0.119179,0.128745,8.29697,0.341711,0.40908,97.0303,0.307122,0.409788,3.04848,-0.156058,-0.116463,197.879,0.512829,0.409802,18.9091,0.297155,0.361026,27.7394,0.40603,0.343785,79.6061,0.379115,0.380346,9.31515,0.398362,0.350859,4.31818,0.406617,0.402794,5.43939,0.309848,0.279493,135.273,0.384662,0.42578,3.61212,0.407709,0.435624,371.091,0.332008,0.40411,55.6121,0.294274,0.0724013,21.797,0.432795,0.38611,82.0394,0.375864,0.41085,40.8182,4.47831,4.45917,16,4.33133,4.3745,54.3333,4.2239,4.25652,8.29697,4.37318,4.38477,97.0303,4.32361,4.39715,3.04848,4.12221,4.14779,197.879,4.48211,4.38966,18.9091,4.34501,4.34924,27.7394,4.3215,4.33642,79.6061,4.36802,4.37261,9.31515,4.3729,4.34572,4.31818,4.42984,4.38072,5.43939,4.39547,4.33549,135.273,4.38527,4.3874,3.61212,4.38056,4.39379,371.091,4.36928,4.37597,55.6121,4.65566,4.27209,21.797,4.2936,4.37338,82.0394,4.342,4.38098,All
